序号	对话上文	回复	连接词	本体	喻体

3897	束昱辉被抓后，权健传销群里传销人员的发言。	心里都跟个明镜似的，还互相吹捧	跟...似的	心里	明镜

3898	月是故乡明。今晚，你在哪赏月？	这么高清的图是坐火箭拍到的吗我拍到咋跟灯泡似的	跟...似的	月	灯泡

3899	看底下这评论，用不了多久就会关闭了	这届的老百姓不傻，心里跟明镜儿似的	跟...似的	心里	明镜儿

3900	日本体育大学学生的集团行动，高度统一过于硬核……	想问这个意义是啥？跟傻子似的	跟...似的	日本体育大学学生	傻子

3901	灵魂四连问：这失控的场面是怎么肥四？说好的白露生	影片里的演员帅气得跟动漫人物似的，美不胜收。	跟...似的	演员	动漫人物

3902	有防盗网逃不出来，活活烧S，惨啊！	南方都这样，顶楼都按栏杆，跟监狱似的	跟...似的	顶楼	监狱

3903	剪了新发型的狗狗，笑得好甜~[可爱	剪的什么玩意儿？跟长了腿的草鸡蛋似的！	跟...似的	剪了新发型的狗狗	长了腿的草鸡蛋

3904	口吐莲花部分合集！笑死我了！哈哈哈	二爷喷的那么匀，跟淋浴头似的	跟...似的	二爷	淋浴头

3905	网友：福州闹市突发大火，居民带棉被逃离！	太吓人了……跟火焰山似的	跟...似的	福州闹市	火焰山

3906	高三了，请问还有能够救援吗？？？	兄弟，你的睡衣…你怎么穿的跟个娘们似的	跟...似的	你	娘们

3907	燕红，特别飒！摄影：牛群（via	一脑袋黄毛儿跟苞米穗子似的	跟...似的	一脑袋黄毛儿	苞米穗子

3908	卷花卷是我为数不多的做饭技能	卷的很好哎，跟朵花似的	跟...似的	花卷	花

3909	终于过完年了合体活动也可以告一段落了	我也想这么说，想想这段时间跟打仗似的	跟...似的	合体活动	打仗

3910	09年的龙凤配训练营是什么“相亲101”吗	当年全程围观的我表示：钱云就跟媒婆似的	跟...似的	钱云	媒婆

3911	这个好详细！！提前二十年马一下！	这个人手好大，抱着小孩跟拿着小猫似的……	跟...似的	抱着小孩	拿着小猫

3912	为什么起床了非要整理被子因为这是军队的优良传统啊	看了下宿舍里的床，都乱得跟猪窝似的	跟...似的	宿舍里的床	猪窝

3913	这个剧情放在当下，也实在是可怕呀	就看了两分钟，受不了那女主的台词，跟唱歌似的	跟...似的	女主的台词	唱歌

3914	一个曲折的故事，记录一条精雕细琢的微博的诞生	要像对待爱情一样对待鞋	像...一样	对待鞋	对待爱情

3915	50s&80s我可太喜欢这个垫肩了	白色裙子的根根就像新娘一样太美了！！！	像...一样	白色裙子的根根	新娘

3916	好音色治愈你/唱好听的歌/小哥哥唱歌给你听	我看完音乐节像个鬼一样	像...一样	我看完音乐节	鬼

3917	说一说分手那阵子你是怎么熬过去的？	爆瘦像行尸走肉一样，每天上梦里都有她	像...一样	你	行尸走肉

3918	日常漫画，冰冷的被窝和热乎的jio。	早安瓜瓜没有热水袋所以只能像虾米一样	像...一样	瓜瓜	虾米

3919	翻箱倒柜以为猫丢了这种事儿，诸位没少遇见吧。。。	啊啊啊大耳朵大眼睛像精灵一样	像...一样	猫	精灵

3920	喜歡藍色，因為感覺很接近天空，很接近自由。	张钧甯你穿什么都好看，你像蓝色天空一样照耀我	像...一样	你	蓝色天空

3921	冬天里的我擦护手霜不是因为要护手，是因为比较香。	而我是为了不长冻疮怕像猪蹄一样肿	像...一样	手	猪蹄

3922	巧笑倩兮、美目盼兮。一代女神赵雅芝	皮肤像冻住的猪油一样我开玩笑	像...一样	皮肤	冻住的猪油

3923	我像火焰一样冷，像极地的冰雪一样滚烫	我要像梦一样自由像大地一样宽广	像...一样	我	大地

3924	我发表了头条文章:《探访庐铜小绿皮（第二期）》	这编组，就像通勤车一样。	像...一样	这编组	通勤车

3925	不然你真的会迷路，重庆的地形到底有多么魔幻？	在重庆坐轻轨的时候，我就感觉像坐过山车一样	像...一样	在重庆坐轻轨	坐过山车

3926	画中画，据说右脑发达者可见！	看到了像玻璃晶体一样的3D效果但是眼睛好累	像...一样	3D效果	玻璃晶体

3927	“再不睡就秃了”是不是意味着秃子可以不用睡	过去一分钟辣评论还是像头发一样少哦	像...一样	评论	头发

3928	希望你的每一天，都是快乐的、自由的。	外面风很大，我却困的像狗一样	像...一样	我	狗

3929	过年串门，如果没和亲戚“撕吧”，那将少了多少乐趣	哈哈哈啊哈内容太真实了，每次像打架一样	像...一样	和亲戚“撕吧”	打架

3930	投稿打扰了嘀咕娘~我的熊猫熊他…只有半张嘴	我的兔熊头还是歪的像是落枕一样	像...一样	头还是歪的	是落枕

3931	女朋友生气了，男朋友一个动作就让女生消气	要是你就像个猪一样拱白菜	像...一样	你	猪

3932	画手啤酒正式回归（你还记得我吗？..抄送	啤酒的手帐就像一门艺术一样...真的太好看了吧	像...一样	啤酒的手帐	一门艺术

3933	今天又到了很冷很冷的地方来拍摄冷摄影：	超喜欢第一张像施魔法一样	像...一样	第一张	施魔法

3934	其实美国人的理论创新很厉害。全文4000字。	感觉首席像神一样的存在！	像...一样	首席	神

3935	C9该不会抢着创造历史，被外卡队伍淘汰吧？	感觉你像个傻子一样，自以为很懂，其实每次都是错的	像...一样	你	傻子

3936	《人类偷懒简史》革命尚未成功，同志们仍需懒惰	看过最后一个AI的视频，真的是像人一样思考	像...一样	最后一个AI	人

3937	我不信！除非你让我今晚变成帅哥！	那就让我遇到帅哥像小羊一样就可以了	像...一样	我	小羊

3938	黑到深处自然粉，糟糕，是心动的感觉//	爱情就像咖啡中加糖一样，加少了几乎全是咖啡的苦味	像...一样	爱情	咖啡中加糖

3939	我们坚持七年了，我们一直很高兴。	崔老师像天使一样呵护这些孩子，为你点赞	像...一样	崔老师	天使

3940	深夜静聊：女生提一个问题，男生来回答？	男孩子喜欢像海螺一样的姑娘么？	像...一样	姑娘	海螺

3941	“我飞向宇宙，却被你逮回小小星球。”/烊	重要的事情，眼睛是看不见的。就像花一样。	像...一样	重要的事情	花

3942	有了三种口味士力架，人人都能变身圣斗士啦！	士力架让我整个人充满能量，就像圣斗士一样	像...一样	我整个人充满能量	圣斗士

3943	自媒体的乱象怎么没人管了？只有规定，没人监管。	不要脸的就像狗皮膏药一样，甩都甩不掉。	像...一样	不要脸的	狗皮膏药

3944	冬至刚过，秋冬防晒功课也正式上线了	为什么我用harnn白桑会脸痛像刀割一样的感觉…	像...一样	脸痛	刀割

3945	完成了一件我一直想做的小事儿哈哈哈！！	你的腿就像个小鸡崽一样，太瘦了	像...一样	你的腿	小鸡崽

3946	有人绞尽脑汁也只能穿着唯一一件背心去首映了	而我就比较牛逼了，困T我又像枪花一样买大了	像...一样	我	枪花

3947	美人流汗一边擦一边吐舌头好可爱啊	人家流汗还是美美的我流汗就像个鬼一样	像...一样	我流汗	鬼

3948	发布了头条文章：《赵冀龙，圆中国人的武侠梦！》	赵玉龙在我们的心里一直都是像龙一样的神秘	像...一样	赵玉龙	龙

3949	哈哈这都能歪打正着？同样是腰间盘为何汝这么突出	幸福就像花儿一样，看到这些我开心呐。	像...一样	幸福	花儿

3950	请在评论里附上你做过最奇特的梦。	每天梦见同一个人，像连续偶像剧一样	像...一样	每天梦见同一个人	连续偶像剧

3951	评论里用一句歌词证明你是谁的粉丝	可我会像奥比休斯一样，朝着心中的方向	像...一样	我	奥比休斯

3952	缘起缘灭花开花落穷发十载我们的冰火岛	太美了，像画一样的女子，路转粉	像...一样	女子	画

3953	五年前9月25号vs五年后9月25号	要成为像防弹一样脚踏实地的人	像...一样	脚踏实地的人	防弹

3954	邀请大家来续写这本《潮流语句》	思念在你看不见的地方像杂草一样疯长	像...一样	思念	杂草

3955	上海站我的最后一场！遇见大家是我的荣幸，谢谢你们	姐姐的声音一出来就像流水一样	像...一样	姐姐的声音	流水

3956	27款编发教程～每天都能不一样~	我给自己后脑勺编发的手像假肢一样“灵活”	像...一样	我给自己后脑勺编发的手	假肢

3957	，你遇到这种囧境会选择怎么办？	营业厅说这样的话，像傻子一样	像...一样	营业厅	傻子

3958	红红火火又一年啦，兄弟姐妹们新年快乐	大叔今年的幸运像猪毛一样多	像...一样	大叔今年的幸运	猪毛

3959	也不知道糟糕的样子还能撑多久…	你就像天使一样给我依赖给我力量的！	像...一样	你	天使

3960	用以下三个词语写一段情话～儿童节就来幼稚幼稚吧	礼物我收到了一个糖果，你就像扭蛋机一样给我惊喜	像...一样	你	扭蛋机

3961	就现在希望沙雕网友能说句甜话救我一命	你就像日天一样惹人爱～	像...一样	你	日天

3962	【匿名投稿】ID：鼻梁不是很挺但就是超好看！	哇眼睛好漂亮像猫咪一样的女孩子	像...一样	女孩子	猫咪

3963	还在上班的假笑女孩，靠，我脸好圆	圆圆的脸，像猫一样，超萌的	像...一样	圆圆的脸	猫

3964	大韩一个人至少顶20分+12个篮板，没问题吧。	而且能像一堵墙一样，给他们防的死死的	像...一样	大韩	一堵墙

3965	我还知道你的祖先是猴呢，你不服？	王同志好像穿越到民国吃过一样	像...一样	王同志	穿越到民国吃过

3966	水逆在双鱼座，无时不刻犯困。	真的最近糊里糊涂好多事情都想不明白乱像线团一样！	像...一样	好多事情都想不明白	线团

3967	评论放你和宠物间的最珍贵的一张照片	合照不存在的每次合照就像打仗一样	像...一样	合照	打仗

3968	咻咻（直升机是这个声音吧哈哈	嗷呜瑞瑞你像直升机一样在我心里盘旋	像...一样	你	直升机

3969	这一波双边桥过的够6的，你过的了吗？	看这个真好玩，就像玩游戏一样，一辆辆一直过来	像...一样	一辆辆一直过来	玩游戏

3970	感觉太古里已经变成旅游景点了	今天成都就像火焰山一样太热了	像...一样	成都	火焰山

3971	八年前的今天，《权力的游戏》第一季第一集播出。	那时候的布兰好看得像天使一样	像...一样	布兰	天使

3972	超喜欢的一张图，分享给你们！给他配个标题吧？	你像玫瑰一样伤了我还让我受伤了哼	像...一样	你	玫瑰

3973	走港风路线的双蛇姐妹，有没有把你迷倒呢	越看她们越觉得清爽，像有魔力一样	像...一样	觉得清爽	有魔力

3974	看看香港的房子，就知道我们多幸福，住的都是豪宅	想想我家几千尺的房子，就幸福的像花儿一样	像...一样	幸福的	花儿

3975	“我会在每个有意义的时辰，远隔山海与你共存”	你笑起来真好看！像春天的花一样	像...一样	你笑起来	春天的花

3976	约到学生组织干部会是一种什么体验大家来畅想一下	没啥体验啊，就像一般儿子一样听话	像...一样	学生组织干部会	一般儿子

3977	十年一觉武林梦，醒来不是同福人。	小时候看这个剧我妈感觉我像傻子一样乐呵呵	像...一样	我	傻子

3978	能说说第一次收到花是什么感受吗？	觉得自己美得像花儿一样	像...一样	自己	花儿

3979	想不出文案，想你，想每天都能和你在一起。	很有秋天的感觉，超级美的，像一副画一样美	像...一样	想每天都能和你在一起	一副画

3980	谁说两个黑化的人？只有是！人家白着呢！	看起来眼睛像海水一样。	像...一样	眼睛	海水

3981	远看还真以为是新设计的字体了。。。	霓虹的鸟不怕人是真的。。车站里鸽子像人一样等车车	像...一样	鸽子	人

3982	走出民政局，配上陈奕迅的十年，瞬间使人落泪！	大半夜听这歌，感觉心像漏了气一样……	像...一样	心	漏了气

3983	又到了挑焦点图的季节了请寄出你的答案！	111像傻子一样，不是说你啊是说标致	像...一样	111	傻子

3984	久违的“眼镜哥”芝士辣炒鸡和致命的炒饭	看起来很不舒服像猪一样	像...一样	很不舒服	猪

3985	罗杰斯:“生平所见最大熊市”将至！	吴姐盼美股下跌像盼情郎一样热烈	像...一样	盼美股下跌	盼情郎

3986	这几天天气变化～大家注意身体哟	我觉得现在把自己裹得像个粽子一样的啦	像...一样	把自己裹得	粽子

3987	十年的风景，就像窗前的云，下午的云，从前的云。	是指代叁叁肆的十年会像云一样飘忽不定吗？	像...一样	叁叁肆的十年	云

3988	快下雪了，大家对下雪有什么体验啊图片via花田家	快下雪了，我竟然没穿的像熊一样	像...一样	我	熊

3989	谢谢你让我无聊的生命变有趣。	我对你的喜欢就像这日子一样只增不减	像...一样	我对你的喜欢	这日子

3990	跑第二馬儿尽力了-无论如何M都愛你！	M最近穿白色服装好多，靓极，像春天一样清新美丽。	像...一样	M	春天

3991	让我来用我失传已久的嚯式太极拳法，给你挠挠背	你好像一个大傻子一样！不过我喜欢！	像...一样	你	一个大傻子

3992	啊啊不能在公司看这种甜剧好想尖叫啊啊	我现在在看创2像个花痴一样	像...一样	我	花痴

3993	路过一个特别朴实直白的地名……	感觉像到了家一样的亲切	像...一样	地名	到了家

3994	你们大概觉得我是金刚钻石心，怎么选择都不会难受？	你在我心里就是像钻石一样珍贵	像...一样	你在我心里	钻石

3995	我非常需要一只这样的鸡毛掸子！！！	尾巴像松鼠一样！！！还跳着跑	像...一样	尾巴	松鼠

3996	印度女孩RiyaSanyal，她的琥珀眼睛太美了	眼睛好像会发光,会说话一样!	像...一样	眼睛	会发光,会说话

3997	做人就不能像小饼干那样干干脆脆吗	然后就像小熊饼干一样被人吃掉	像...一样	被人吃掉	小熊饼干

3998	诚心诚意求求自己别再随便剪刘海了	像洋娃娃一样，好好看啊	像...一样	自己	洋娃娃

3999	关于4月16日这一天瑚瑚想把知道的都告诉你们	武汉的四月好温暖就像拢龙一样舒服温柔	像...一样	武汉的四月	拢龙

4000	沙巴大學&落日黃昏,這黃昏實在是太美了	简直就像人间的心情一样美丽，非常喜欢	像...一样	黃昏	人间的心情

4001	别人在为了变美努力减肥，你呢？你本来就美。	全有哥哥的小猪嘴真是像抹了蜜一样甜呢	像...一样	小猪嘴	抹了蜜

4002	速度调慢了发型身型我想你们应该分得出来	怎么会这样这一天天像梦一样过分浪漫呜	像...一样	一天天	梦

4003	请用一句话概括下你那里的气温	就像爱情一样，忽热忽冷。。。	像...一样	气温	爱情

4004	我又穿人字拖了，就问你们怕不怕～～～	这么美怕啥。像绿野仙踪一样的美景	像...一样	美景	绿野仙踪

4005	美颜滤镜中的死亡扳手：阿纯］lll	和你说了多少遍，开场不要像个猩猩一样	像...一样	开场	猩猩

4006	皮肤好干，挤痤疮，第4140部	肿得像发面馒头一样还不去医院也是心大	像...一样	痤疮	发面馒头

4007	全新题型。男女合租，如厕后应该由谁来立起马桶圈？	？？？像尿失禁一样滴的到处都是很好看？	像...一样	滴的到处都是	尿失禁

4008	投稿感觉裙摆很小没有什么完成度的感觉	柄图裂开emmm像撕坏一样。终于不是尬投了	像...一样	柄图裂开	撕坏

4009	搬家固定节目，用纸盒子过家家	再忙再乱也能过得像诗一样美，便是你	像...一样	过得	诗

4010	但是你看天空天空永远是那么开朗的呀	小漂亮一直要像天空一样开朗啊	像...一样	小漂亮	天空

4011	排笔的正确用法，最后效果太惊艳！！	画完直接就出来感觉了，就像一朵花放着一样	像...一样	画完直接就出来感觉	一朵花放着

4012	新的还没官宣，旧的就去了，啊哈哈	她是真的不努力啊，说好的像牛一样工作呢	像...一样	她	牛

4013	刘宇宁超级变变变这造型也不是谁能驾驭得了的呀	这大长腿。像踩高跷一样。	像...一样	大长腿	踩高跷

4014	高迪—巴特罗之家光影与色彩交汇的童话世界	这就像童话世界一样了的	像...一样	高迪—巴特罗之家光影与色彩交汇的童话世界	童话世界

4015	这是我见过最夸张的视频。。。	出汗是不是会像哭妆一样	像...一样	出汗	哭妆

4016	刚刚又想给你们直播还好我克制住了	别克制啊，像炸毛一样释放自己	像...一样	释放自己	炸毛

4017	光盘！我的午餐，食堂溜达溜达～	你笑起来真好看，像春天的花一样	像...一样	你笑起来	春天的花

4018	高迪—巴特罗之家光影与色彩交汇的童话世界	的确很像一个童话世界一样	像...一样	高迪—巴特罗之家光影与色彩交汇的童话世界	一个童话世界

4019	17年男团，最近找出的宝藏视频	我好像脑血栓后遗症一样哦嘴还一直念叨	像...一样	我	脑血栓后遗症

4020	日本青森县津轻铁道的春天，动漫里的景色啊	像漫画里的场景一样，已经美的不真实了	像...一样	日本青森县津轻铁道的春天	漫画里的场景

4021	三天内：你喜欢的人会来见你并向你表白	愿你每天都像小鸽子一样，开心快乐	像...一样	你	小鸽子

4022	今晚的歌《烟花易冷》，晚安！	你就像烟花一样的冷美。	像...一样	你	烟花

4023	小麦、小白菜都发芽了…还有几颗一丢丢大的冰草……	那是种在啥里？像冰一样我也想种	像...一样	冰草	冰

4024	天气晴朗的时候，玉龙雪山下的马场美得像一幅画。	哇塞，丽江真是一个漂亮的地方啊。像画一样美丽呢！	像...一样	丽江	画

4025	一想到和这种人交手，就觉得恶心。	这种人像狗皮膏药一样粘着你，你躲也躲不开啊	像...一样	这种人	狗皮膏药

4026	今天要去吃四川火锅了难受想哭	皮肤真的像牛奶一样白哈	像...一样	皮肤	牛奶

4027	北极光下的一只驯鹿，像是遥远的仙境一样	哇就像一只孤单的精灵一样	像...一样	北极光下的一只驯鹿	一只孤单的精灵

4028	四大视频平台2019年待播综艺，期待哪个	想谈一个像偶像剧一样的恋爱！这个名字我感兴趣了！	像...一样	恋爱	偶像剧

4029	老婆老婆，熊熊要个小的。。。	即使是冬天手脚依然都像水龙头一样冒汗..	像...一样	手脚	水龙头

4030	北京地坛庙会，你们感受一下。。。	体谅一下我这个住地坛边上回家像取经一样魔幻的人	像...一样	住地坛边上回家	取经

4031	【网友投稿】其实很多人儿跟北京摇号是为了这个！	每个城市最悲哀的故事就是外地人泛滥，像蝗虫一样。	像...一样	外地人泛滥	蝗虫

4032	奶茶、火锅、爱豆，你会怎么排序	有了爱豆，像奶茶一样甜，像火锅一样内心暖暖的～	像...一样	内心暖暖的	火锅

4033	男士前顶稀疏，植发改善后4年	小程序转发，像牛皮癣一样	像...一样	小程序转发	牛皮癣

4034	2019~新的一年~~明天又是忙祿的開始~	这张照片好好看，像画一样诶	像...一样	这张照片	画

4035	天气晴朗的时候，玉龙雪山下的马场美得像一幅画。	天空，真是太美了，真的像一幅画一样。	像...一样	天空	一幅画

4036	2015年的今天，库里赢得了三分球大赛冠军！	斯蒂芬-篮筐像海一样宽广-库里	像...一样	篮筐	海

4037	还我左图！还我当初记录的扫帚眉美眉！	美女像花一样，相貌平凡的就真的很平凡了。	像...一样	美女	花

4038	你笑起来真好看，像春天的花一样	像夏天里的水蜜桃一样甜	像...一样	你笑起来	夏天里的水蜜桃

4039	过去15年的所有地震的动画展示	南海那一圈像放鞭炮一样。。。	像...一样	南海那一圈	放鞭炮

4040	住房车咯，吼吼，小金刚看起来很兴奋	小金刚一定觉得这个像房子一样的车车很神奇	像...一样	车车	房子

4041	刚修复完成的五象大道又挖了？	你来看看宜州，挖了多少轮了，路像月球表面一样	像...一样	路	月球表面

4042	给这张图配一句话，期待神评到来！	我要像风一样自由，像大饼一样宽广	像...一样	我	大饼

4043	合肥新桥机场，淮南牛肉汤套餐，70元！	周边像孤岛一样！能不贵啊！还是机场独门生意	像...一样	周边	孤岛

4044	你罗换上厄齐尔的大眼睛之后！	哈哈像电影里的外星人一样	像...一样	你罗换上厄齐尔的大眼睛之后	电影里的外星人

4045	拿到最爱的玩具了，超开心~~~	哈哈哈脸像一团面球一样开心	像...一样	脸	一团面球

4046	感恩节，用你喜欢的动物来表白，你有什么情话呢？	Ent的眼睛像恐狼一样美，身材像豺一样好，	像...一样	身材	豺

4047	我精心装扮，等你走进我的世界	只要小哇穿上的衣服都像高订一样。	像...一样	小哇穿上的衣服	高订

4048	老大是我以前生活里没有的那种人。	发现你们就像挖到了宝一样	像...一样	发现你们	挖到了宝

4049	《孔子》里的周迅，漂亮灵动像是落入凡间的仙子。	她像鹿一样的轻盈怎么会有这么好的人类	像...一样	她	鹿

4050	【小新疆】透明感|夏日特饮|气泡水妆容	眼镜像葡萄一样，太好看啦，种草了，我去加购物车了	像...一样	眼镜	葡萄

4051	正在外面嗨，收到工作微信怎么办？	心里先骂老板像狗一样，再像狗一样去回复	像...一样	老板	狗

4052	有些地方，去过就仿佛做了一场梦。	就像是做了一场梦一样。	像...一样	去过	是做了一场梦

4053	18年前我是中國人，我唸中國書長大，我受中國教育	看看李登辉以前怎么说，这些个人像是人格分裂一样	像...一样	这些个人	是人格分裂

4054	想砍我的人都排队了，她排着吧哈哈	像疯狗一样…还关了评论删了微博啧啧	像...一样	她	疯狗

4055	闯进森林童话王国，一起去流浪呀～	好美的世界，就像在童话里一样	像...一样	好美的世界	在童话里

4056	他不喜欢你，你主动一千次也没有用。	真的感觉自己卑微得像尘埃一样	像...一样	自己	尘埃

4057	澳网兹维列夫透露曾被吐槽身材瘦得像芦笋：	好形象啊，看过真人，又高又瘦像竹竿一样	像...一样	真人	竹竿

4058	刚刚看到的，亚马逊被攻陷了舒服了	这些个外国品牌啊，就像打地鼠一样，欠打的！	像...一样	这些个外国品牌	打地鼠

4059	糟糕，伦纳德被发现是机器人了	……笑的声音像演戏一样	像...一样	笑的声音	演戏

4060	夏至已至，幸福花开，路边随拍，愿君开怀	“幸福像花儿一样……”	像...一样	幸福	花儿

4061	当真胸和硅胶胸在慢动作下，你能分辨出来吗？	像水袋一样的右边才是真的？	像...一样	右边	水袋

4062	瑞典小祸害，终于成长为大祸害了	这么纯洁的女孩，像天使一样，必定得到上帝的眷顾	像...一样	纯洁的女孩	天使

4063	２０１９年加拿大电影周活动计划正式公布啦！	加拿大的民主就是像狗一样活着，干着见不得人的勾当	像...一样	加拿大的民主	狗

4064	三星：这是什么垃圾东西，等我出来装逼	突然想到一个古老的东西，索尼那台像书卷一样的平板	像...一样	平板	书卷

4065	对，而且没有二号水味道那么大。莲姐见萍。	每天用二号水像切洋葱一样不敢睁眼	像...一样	用二号水	切洋葱

4066	我不信有人看过欧阳娜娜的VLOG之后可以不爱上她	才看完她vlog的我现在像追剧一样等待更新	像...一样	等待更新	追剧

4067	Oneday-93加油站/李艾琳/梁馨妍《你》	脆脆的名字很好听啊，像声音一样软糯	像...一样	脆脆的名字	声音

4068	如果你对待爱情像数压岁钱那么认真的话就好了。	如果爱情可以像压岁钱一样易得就好了	像...一样	爱情	压岁钱

4069	现实中，这样的男人又能有几个呢？	老婆内心：再说我胖的像猪一样就把你头敲烂！	像...一样	我	猪

4070	【这段视频，甜到冒泡！】你羡慕哪边？	它像小娃娃一样，萌爆啦！！	像...一样	它	小娃娃

4071	为她带来了迪奥大使，到底是捧了还是害了她呢？	dior这几年的大使像批发一样	像...一样	dior这几年的大使	批发

4072	小仙女们~用一句歌词证明你是谁的粉丝吧~	像风一样，你靠近，云都下降	像...一样	你	风

4073	魅族16x汝窑白真机实拍，外观10分能打几分？	用雷军的话来说『像玉一样』，魅族还是有一套。	像...一样	魅族16x汝窑白真机	玉

4074	美图滑盖手机的专利图，这造型感受一下	后面的摄像头和外星人一样	像...一样	后面的摄像头	头和外星人

4075	Cl的圣诞限量也太闪了吧？我实在忍不住又花钱了	好看！女人就要像龙一样坐在金子上！	像...一样	女人	龙

4076	-天空很高，风很清澈，从头到脚趾都快乐。	图一简直了像画里一样！	像...一样	图一	画里

4077	测评视频来辽～第一次拍！全方位了解一下山海异闻	哈哈哈好乖噢像老师讲课一样	像...一样	测评视频	老师讲课

4078	为了事儿事儿减肥，我已经豁出去了	事事越来越像个大洋娃娃一样可爱死了	像...一样	事事	大洋娃娃

4079	小千真的是个特别让人喜欢的男孩子	四字弟弟，可可爱爱，就像这春天一样	像...一样	四字弟弟	这春天

4080	小海獭洗澡太可爱了~看一整天不会腻啊(*`*)	太可爱了吧就像动画片一样	像...一样	小海獭洗澡	动画片

4081	假如条件允许，你最想开什么店？	花店退休时的梦想哈哈哈老了也要像花儿一样美丽	像...一样	老了	花儿

4082	耳内镜的器械在外耳道里闪转腾挪，举重若轻，欧耶。	图一简直像个棉被一样图二技术	像...一样	耳内镜的器械	棉被

4083	恬静的楚格湖，感觉可以在这里坐上一整天发呆～	背景美得像幅画一样，人更好看	像...一样	背景	幅画

4084	男朋友给我写的从小学到大学的表白小纸条	哇，你们的感情就像这些纸条用的纸一样，一成不变。	像...一样	你们的感情	这些纸条用的纸

4085	是谁说洗衣机洗龙虾洗的很干净的？出来我们聊两句	容我像鸭子一样嘎嘎，笑出了驴声	像...一样	我	鸭子

4086	打包了一份草莓味的我，请签收。摄影	像草莓一样可爱(๑•.•๑)	像...一样	我	草莓

4087	今年经济亮点不多，看逆势中谁人风流	制造业也是一地鸡毛，上班就像打游击战一样!	像...一样	上班	打游击战

4088	晚几分钟开播，阿姨在收拾直播间，太脏乱了	像特么的工地一样这个地板	像...一样	这个地板	特么的工地

4089	即刻打榜大家重视起来哦即刻邀请码及审核群	等风等你你是否还在故里归途是否也像梦一样如影随形	像...一样	如影随形	梦

4090	蟹蟹大学时候最喜欢的去角质面膜～	感觉像糖一样就是不敢用想知道敏感肌用阔不阔以	像...一样	去角质面膜	糖

4091	喜欢都是一阵一阵的这个世上本就罕有永恒的喜欢。	有时候爱就像口香糖一样嚼着嚼着就没味儿了	像...一样	爱	口香糖

4092	鸡腿小哥：五花肉酱茄子盖饭，深夜放毒这谁顶得住啊	像吃毒药一样。好不健康。无感。	像...一样	五花肉酱茄子盖饭	吃毒药

4093	运球不如小孩系列！小小年纪就达到了人球合一的境界	你看，那两个球好像狗一样。一直跟着他	像...一样	两个球	狗

4094	这人要是真橘子恐怕糖分已经从皮里渗出来了	大哥笑得像花一样啊啊我妈了	像...一样	大哥笑得	花

4095	记录oneday：移动的光和云朵往返的我和列车	你像云朵一样飘在我的心上	像...一样	你	云朵

4096	你们要的直播，明晚，我们QQ音乐电台见	捷麻要直播啊，感觉像作梦一样！	像...一样	捷麻要直播	作梦

4097	21岁，每次熬夜做视频就掉头发，正常吗	总有一天你会像番茄梗一样只剩下三片	像...一样	你	番茄梗

4098	这东西有人用过么，劲可大了，强烈推荐	同款，像眼镜里被灌雪水一样	像...一样	这东西	眼镜里被灌雪水

4099	“但是，你今天很强。”“嗯，以后还会更强。”	改编得像个鬼一样，尊重原著。将夜毁了。	像...一样	改编得	鬼

4100	那挫折就像海绵里的水，到处都是。	海绵？是像针一样细的那种海绵嘛？	像...一样	海绵	针

4101	不然你就是惹了东北人，惹了东北人就容易惹了全世界	东北人吵架也像说二人转一样。	像...一样	东北人吵架	说二人转

4102	今日份的惊喜回家路上发现了超大多肉批发大棚	图三像葡萄一样感觉好好吃啊	像...一样	图三	葡萄

4103	但爱你是我每分每秒在等待你，万分难熬又满心欢喜。	有点像感情上的暧昧期一样	像...一样	爱你是我每分每秒在等待你，万分难熬又满心欢喜	感情上的暧昧期

4104	对不起，一见到可爱的女生我就自来熟了	只要你和我说一句，我就像打开开关一样	像...一样	我	打开开关

4105	女生洗澡的时候都在想什么呢？	哈哈脑补你像傻子一样想这些破事的样子	像...一样	你	傻子

4106	娜扎三亚度假美照，漂亮女总裁即视感！	我朋友说见过娜扎本人,真的像仙女一样	像...一样	娜扎	仙女

4107	大家说下你们家乡的硬菜是什么？	看评论感觉就像在逛各地特产一样	像...一样	看评论	在逛各地特产

4108	更凸显夏天的显白雾霾蓝美甲look*	图六的好好看,像星空一样	像...一样	图六的	星空

4109	女生留一段情话男生假装被表白回复一下	想你不是一件事早就已经像呼吸一样日常	像...一样	想你	呼吸

4110	小咪：和姜阿姨的午后（理毛）时光~	小咪居然像人一样看镜头	像...一样	小咪	人

4111	大胆，且不负责任预测，Concord可能要破发	像黑水泥一样吧嘻嘻，好鞋就该这样发	像...一样	Concord	黑水泥

4112	若干年后的宝马和保时捷会不会变成这样	怎么感觉就像一个青蛙一样的。	像...一样	宝马和保时捷	一个青蛙

4113	留下你最喜欢的一句温柔的歌词	你不就像风一样侵略时沙沙作响。	像...一样	你	风

